bowler_id,bowler_name,mean_war,std_war,ci_lower,ci_upper,n_samples,significant,ci_width
c3d1402f,RP Singh,0.05237299188425151,0.06680565903343103,-0.05914650320209709,0.19347235872379684,985,False,0.25261886192589394
dc9dd038,Sachin Baby,0.04096387292228024,0.022660879430151687,0.013282638438669406,0.09551992883529206,852,True,0.08223729039662266
85ec8e33,SS Iyer,0.039370669183870555,0.019845434772193478,0.024620742597348984,0.07386222779204696,656,True,0.049241485194697975
b8527c3d,Rasikh Salam,0.0383943065760523,0.07937525420462241,-0.07733127009723946,0.21790294936949817,958,False,0.2952342194667376
a24be938,VR Iyer,0.038355476441612496,0.13064059264262387,-0.2066660394145319,0.2982008320059896,1000,False,0.5048668714205216
26989d80,Shashank Singh,0.03754756492905021,0.02321342062640879,0.010029162633517798,0.09146816759728953,858,True,0.08143900496377172
0c9652b0,HR Shokeen,0.03667366412580702,0.23896337903199846,-0.49629892183870195,0.45983604288036695,991,False,0.9561349647190689
46a9bea1,TU Deshpande,0.03496003206520429,0.019672899749263218,0.014256570283487178,0.07703848381659358,862,True,0.0627819135331064
50c6bc2b,LS Livingstone,0.03317451304532357,0.18192159888511705,-0.312316153592012,0.4057494860471061,1000,False,0.7180656396391181
af2c687b,C Munro,0.029317474147478696,0.017266495204971692,0.008514972125510249,0.07561271164983459,860,True,0.06709773952432434
b0482a1d,Tilak Varma,0.029288497189899766,0.01781628296800153,0.008077496538702133,0.0711571371336306,858,True,0.06307964059492847
8fd1a8f5,DW Steyn,0.02922045975441784,0.14266487988902288,-0.26133648082384164,0.31337262872220534,999,False,0.574709109546047
9170ff49,Parvez Rasool,0.028883995460209887,0.14935575898360182,-0.24042109481004453,0.32388358938786715,999,False,0.5643046841979117
3c6ffae8,YK Pathan,0.028780497523857074,0.2022572983804174,-0.3693395017651487,0.4162011557556663,1000,False,0.785540657520815
26e5cabf,MK Tiwary,0.02114668676727646,0.010811180269414952,0.013984464882539738,0.05593785953015895,617,True,0.04195339464761921
d3611425,LI Meriwala,0.017527493176956843,0.008632762079617927,0.01108666737096668,0.033260002112900026,630,True,0.022173334741933344
d027ba9f,KS Williamson,0.016768350359309563,0.008824992721996789,0.010591420497221555,0.04236568198888623,631,True,0.03177426149166468
2e11c706,BCJ Cutting,0.01341543981190068,0.20636391540146082,-0.36039952253433977,0.47300630815909395,1000,False,0.8334058306934338
b52ffbbd,FA Allen,0.010088702131800202,0.216381519373765,-0.3507945939509379,0.47614783934336413,984,False,0.8269424332943021
9219eff0,JDS Neesham,0.010038953948728689,0.1547335443392875,-0.25841430887300254,0.333746727669003,978,False,0.5921610365420056
9a46c4e5,GD Phillips,0.009292076940524387,0.10370375922436191,-0.1879628106979354,0.20886629800116702,869,False,0.39682910869910243
cfa4bd2b,Y Prithvi Raj,0.008385353719591508,0.10220200711964535,-0.17966256188328053,0.21942913082208776,881,False,0.39909169270536826
c28e9f12,Tejas Baroka,-0.002417401693924374,0.0012276491474459393,-0.006240092515271733,-0.0015600231288179333,615,True,0.0046800693864538
dfc4d8b5,KW Richardson,-0.004911445904231828,0.12671195090231033,-0.26477706222995034,0.2527161493588177,991,False,0.517493211588768
249abedf,Jalaj S Saxena,-0.005571337524016562,0.0027440336632573235,-0.01057211638593504,-0.0035240387953116813,630,True,0.007048077590623359
94253925,GH Vihari,-0.008036676097961179,0.004134029549562142,-0.01989731851301741,-0.004974329628254353,627,True,0.014922988884763058
5fa06777,IK Pathan,-0.010560560637225274,0.11515428578937144,-0.23377335400696492,0.20422426548905853,976,False,0.43799761949602345
a4e37e47,S Dube,-0.016094740348269247,0.19552616291048772,-0.3951841015169069,0.3727356580363975,1000,False,0.7679197595533045
