batter_id,batter_name,RAA,balls_faced,RAA_per_ball,VORP,WAR,WAR_per_ball
d014d5ac,SE Rutherford,-55.85198924407318,203,-0.2751329519412472,-3.613037665125809,-0.033650346140689284,-0.00016576525192457775
12314277,Arshad Khan,-15.455934460272578,46,-0.33599857522331694,-3.618536565535736,-0.033701560636450925,-0.0007326426225315419
e3851766,KS Rathore,-5.193482974259463,5,-1.0386965948518925,-3.9068092900489364,-0.03638641417573751,-0.007277282835147501
30df8c66,Simarjeet Singh,-5.976859067493521,7,-0.8538370096419315,-4.175515909598785,-0.03888903706434558,-0.0055555767234779395
650d5e49,R Powell,-6.103971643138358,7,-0.8719959490197654,-4.302628485243622,-0.040072911290338284,-0.005724701612905469
7c3b3b78,VG Arora,-6.60807670747082,8,-0.8260095884338525,-4.549398812733978,-0.04237122858092556,-0.005296403572615695
d67d5f00,DA Miller,-36.7076989473758,124,-0.2960298302207726,-4.79819157895475,-0.04468838203366629,-0.0003603901776908572
9b6e1b3f,J Fraser-McGurk,-19.281812207483828,53,-0.36380777749969484,-5.643071154852247,-0.05255724275730881,-0.0009916460897605435
80b2fb19,Prince Yadav,-8.491939844328119,11,-0.7719945313025562,-5.661257739064961,-0.052726625119353276,-0.004793329556304843
970ddd24,Suryansh Shedge,-9.129754315660964,12,-0.7608128596384137,-6.041737473555701,-0.05627025680875199,-0.004689188067395999
a97c8ec2,PWH de Silva,-10.337747044129438,15,-0.6891831362752959,-6.477725991497859,-0.06033087446677712,-0.004022058297785141
3fb19989,MA Starc,-9.534001577287281,11,-0.8667274161170255,-6.703319472024123,-0.062431959318469996,-0.0056756326653154545
efc04be7,Noor Ahmad,-11.340316735464741,17,-0.6670774550273377,-6.965626209148951,-0.06487497633555882,-0.003816175078562283
f986ca1a,HV Patel,-14.504790367590651,27,-0.537214458058913,-7.556752472853809,-0.07038048312241603,-0.0026066845600894828
bafd0398,R Minz,-12.638144568490182,16,-0.7898840355306364,-8.520788779016497,-0.07935912060181147,-0.004959945037613217
0890552f,A Manohar,-24.91931576199386,62,-0.40192444777409453,-8.964562077783334,-0.0834922425052001,-0.0013466490726645177
2e81a32d,B Kumar,-16.02272450353983,26,-0.616258634751532,-9.332021345645092,-0.08691460692600439,-0.003342869497154015
bb351c23,MM Ali,-13.757360725571901,16,-0.8598350453482438,-9.640004936098217,-0.08978303936013986,-0.005611439960008741
b681e71e,GJ Maxwell,-24.548251915418366,54,-0.4545972576929327,-10.652176125944681,-0.09920998533989644,-0.001837221950738823
f24c6701,M Theekshana,-18.037403819482012,27,-0.6680519933141486,-11.08936592474517,-0.10328179123353981,-0.003825251527168141
