bowler_id,bowler_name,RAA,balls_bowled,RAA_per_ball,VORP,WAR,WAR_per_ball
752f7486,Ishan Kishan,-2.9944103216623876,1,-2.9944103216623876,-2.7582164441113672,-0.02568889302515942,-0.02568889302515942
8e514b4c,Abdul Samad,-3.5614380591589403,2,-1.7807190295794701,-3.0890503040568995,-0.028770143467047586,-0.014385071733523793
25228673,Harsh Dubey,-17.652289371133296,61,-0.2893817929693983,-3.2444628405210505,-0.030217591883403654,-0.0004953703587443222
c96f6ac5,PWA Mulder,-4.681851150293205,6,-0.7803085250488676,-3.264687884987083,-0.030405959625473437,-0.005067659937578906
5bb1a1c4,I Sharma,-31.10803972082614,117,-0.26588068137458243,-3.473356047356752,-0.032349409028189925,-0.00027649067545461477
73ad96ed,DJ Hooda,-6.114697162933718,11,-0.5558815602667017,-3.516564509872493,-0.03275183486888789,-0.002977439533535263
3b53243a,XC Bartlett,-17.68980116241392,60,-0.29483001937356534,-3.518168509352696,-0.03276677386004188,-0.0005461128976673647
2cdce1be,C Sakariya,-8.53918507027106,19,-0.44943079317216106,-4.0515013968016715,-0.0377340169209432,-0.001986000890575958
ce794613,T Natarajan,-10.38651242723844,25,-0.4154604970895376,-4.481665488462929,-0.041740388269189986,-0.0016696155307675995
107c26fb,KT Maphaka,-12.053537383930554,32,-0.3766730432478298,-4.4953333022979,-0.04186768466329421,-0.0013083651457279442
b1ad996b,MP Yadav,-17.926715685065687,53,-0.33823991858614505,-5.408440174861605,-0.05037198635430385,-0.0009504148368736575
83c3e8e3,SH Johnson,-25.050114697460053,73,-0.34315225612958977,-7.807961636235561,-0.07272014190402869,-0.0009961663274524477
970ddd24,Suryansh Shedge,-12.510165468785603,19,-0.6584297615150317,-8.022481795316214,-0.0747180943961648,-0.003932531284008674
a4e37e47,S Dube,-11.255070367923814,13,-0.8657746436864472,-8.184549959760549,-0.07622753059290815,-0.005863656199454474
d621b427,Musheer Khan,-11.346538550578893,12,-0.9455448792149078,-8.512212019966649,-0.07927924019713745,-0.006606603349761454
4885bbe6,Yudhvir Singh,-25.495186921714474,71,-0.3590871397424574,-8.725421615592023,-0.08126498664051432,-0.0011445772766269621
d9273ee7,MP Stoinis,-31.07276642136946,91,-0.34145897166340067,-9.579123564226602,-0.08921601531365002,-0.0009803957726774728
a2f46292,KK Ahmed,-78.1394222413803,290,-0.26944628359096656,-9.643197751584381,-0.08981277592981635,-0.0003096992273441943
8db7f47f,RJW Topley,-13.925268885600458,18,-0.7736260492000254,-9.673779089682089,-0.09009759792942246,-0.005005422107190137
14f96089,A Zampa,-21.500527268871952,50,-0.43001054537743905,-9.69083339132093,-0.0902564346774791,-0.001805128693549582
e94915e6,SM Curran,-28.623371215716574,74,-0.3868023137258996,-11.145024276941061,-0.10380017022390856,-0.0014027050030257914
df064e1a,Ravi Bishnoi,-66.90649366240585,233,-0.2871523333150466,-11.873320193018095,-0.11058321871116787,-0.0004746060888891325
59559bc2,J Overton,-22.985930930824427,41,-0.5606324617274251,-13.30198195123259,-0.1238891864695221,-0.0030216874748663926
765a4731,Mukesh Choudhary,-23.710614549789657,36,-0.6586281819386016,-15.207634957952921,-0.14163765444680004,-0.00393437929018889
85b3fab2,T Stubbs,-21.310849743033792,12,-1.775904145252816,-18.476523212421547,-0.1720827345852803,-0.014340227882106692
62175638,Karim Janat,-22.093516506778364,6,-3.6822527511297274,-20.676353241472242,-0.1925710463022468,-0.0320951743837078
8cf9814c,Mohammed Shami,-65.06030901793629,187,-0.3479160910050069,-20.892053915895474,-0.19457999362853193,-0.0010405347252862669
cb9b8664,W O'Rourke,-39.38631874955456,64,-0.61541123046179,-24.269910586289257,-0.22603996075523197,-0.0035318743868004996
30df8c66,Simarjeet Singh,-40.127759940016716,63,-0.6369485704764558,-25.247545654302428,-0.23514525150696122,-0.003732464309634305
e9c7f0d0,Fazalhaq Farooqi,-61.79388128845568,104,-0.59417193546592,-37.22971802314956,-0.3467422745939234,-0.003334060332633879
